show_id,type,title,country,year_added,release_year,rating,duration,genre,is_movie,is_tv_show
s2684,Movie,Mischief,India,2020.0,2019,TV-PG,120 min,Comedies,1,0
s2685,TV Show,The Innocence Files,United States,2020.0,2020,TV-MA,1 Season,Crime TV Shows,0,1
s2686,Movie,World Famous Lover,India,2020.0,2020,TV-MA,147 min,Dramas,1,0
s2687,Movie,Chris D'Elia: No Pain,United States,2020.0,2020,TV-MA,55 min,Stand-Up Comedy,1,0
s2688,Movie,New Money,Nigeria,2020.0,2018,TV-14,107 min,Dramas,1,0
s2689,Movie,Moms at War,Nigeria,2020.0,2018,TV-14,92 min,Comedies,1,0
s2690,Movie,Surviving R. Kelly: The Impact,United States,2020.0,2019,TV-14,85 min,Documentaries,1,0
s2691,Movie,Code 8,Canada,2020.0,2019,TV-MA,98 min,Action & Adventure,1,0
s2692,TV Show,Brews Brothers,United States,2020.0,2020,TV-MA,1 Season,TV Comedies,0,1
s2693,Movie,LA Originals,United States,2020.0,2020,TV-MA,92 min,Documentaries,1,0
s2694,Movie,Love Wedding Repeat,United Kingdom,2020.0,2020,TV-MA,101 min,Comedies,1,0
s2695,Movie,School Life,France,2020.0,2019,TV-MA,112 min,Comedies,1,0
s2696,Movie,The Main Event,United States,2020.0,2020,TV-G,103 min,Children & Family Movies,1,0
s2697,TV Show,The Trial,Italy,2020.0,2019,TV-MA,1 Season,Crime TV Shows,0,1
s2698,Movie,Tigertail,United States,2020.0,2020,PG,91 min,Dramas,1,0
s2699,TV Show,Hi Score Girl,Japan,2020.0,2019,TV-14,2 Seasons,Anime Series,0,1
s2701,Movie,Born Beautiful,Philippines,2020.0,2019,TV-MA,96 min,Comedies,1,0
s2702,Movie,The Last Airbender,United States,2020.0,2010,PG,104 min,Action & Adventure,1,0
s2703,Movie,Tiffany Haddish: She Ready! From the Hood To Hollywood!,United States,2020.0,2017,TV-MA,66 min,Stand-Up Comedy,1,0
s2704,Movie,Mine 9,United States,2020.0,2019,TV-MA,83 min,Dramas,1,0
s2705,Movie,The Florida Project,United States,2020.0,2017,R,111 min,Dramas,1,0
s2706,Movie,Dark Light,United States,2020.0,2019,TV-MA,90 min,Horror Movies,1,0
s2707,Movie,The Killing of a Sacred Deer,Ireland,2020.0,2017,R,121 min,Dramas,1,0
s2708,Movie,Angel Has Fallen,United States,2020.0,2019,R,121 min,Action & Adventure,1,0
s2709,TV Show,El Reemplazante,Chile,2020.0,2013,TV-MA,2 Seasons,International TV Shows,0,1
s2710,Movie,Coffee & Kareem,United States,2020.0,2020,TV-MA,88 min,Action & Adventure,1,0
s2711,TV Show,Legacies,United States,2020.0,2019,TV-14,2 Seasons,TV Dramas,0,1
s2712,Movie,Money Heist: The Phenomenon,Spain,2020.0,2020,TV-MA,57 min,Documentaries,1,0
s2713,Movie,The Death of Stalin,United Kingdom,2020.0,2017,R,107 min,Comedies,1,0
s2714,Movie,Sol Levante,Japan,2020.0,2020,TV-14,5 min,Action & Adventure,1,0
s2715,Movie,Violet Evergarden: Eternity and the Auto Memory Doll,Japan,2020.0,2019,TV-PG,91 min,Anime Features,1,0
s2716,Movie,Agneepath,India,2020.0,1990,TV-14,174 min,Dramas,1,0
s2717,Movie,Brothers,India,2020.0,2015,TV-14,155 min,Action & Adventure,1,0
s2718,Movie,Chhota Bheem and the Curse of Damyaan,India,2020.0,2012,TV-Y7,87 min,Children & Family Movies,1,0
s2719,TV Show,Community,United States,2020.0,2015,TV-14,6 Seasons,TV Comedies,0,1
s2720,Movie,David Batra: Elefanten i rummet,Sweden,2020.0,2020,TV-MA,77 min,Stand-Up Comedy,1,0
s2721,Movie,Dostana,India,2020.0,2008,TV-14,142 min,Comedies,1,0
s2722,Movie,Duniya,India,2020.0,1984,TV-14,170 min,Action & Adventure,1,0
s2723,Movie,Duplicate,India,2020.0,1998,TV-14,165 min,Comedies,1,0
s2724,Movie,Friendship,India,2020.0,1980,TV-14,161 min,Action & Adventure,1,0
s2725,Movie,Gori Tere Pyaar Mein,India,2020.0,2013,TV-14,144 min,Comedies,1,0
s2726,Movie,Gumrah,India,2020.0,1993,TV-14,149 min,Action & Adventure,1,0
s2727,Movie,Hasee Toh Phasee,India,2020.0,2014,TV-14,135 min,Comedies,1,0
s2728,TV Show,How to Fix a Drug Scandal,United States,2020.0,2020,TV-MA,1 Season,Crime TV Shows,0,1
s2729,Movie,Humpty Sharma Ki Dulhania,India,2020.0,2014,TV-14,131 min,Comedies,1,0
s2730,Movie,Kaal,India,2020.0,2005,TV-14,126 min,Horror Movies,1,0
s2731,Movie,Kabhi Alvida Naa Kehna,India,2020.0,2006,TV-14,192 min,Dramas,1,0
s2732,Movie,Kabhi Khushi Kabhie Gham,India,2020.0,2001,TV-14,209 min,Dramas,1,0
s2733,Movie,Kal Ho Naa Ho,India,2020.0,2003,TV-14,187 min,Comedies,1,0
s2734,Movie,Kapoor & Sons,India,2020.0,2016,TV-14,138 min,Comedies,1,0
s2735,Movie,Kuch Kuch Hota Hai,India,2020.0,1998,TV-14,185 min,Comedies,1,0
s2736,Movie,Magnificent,India,2020.0,2015,TV-14,143 min,Comedies,1,0
s2737,TV Show,Man Like Mobeen,United Kingdom,2020.0,2020,TV-MA,3 Seasons,British TV Shows,0,1
s2738,Movie,Mighty Raju Rio Calling,India,2020.0,2014,TV-Y7,97 min,Children & Family Movies,1,0
s2739,Movie,Muqaddar ka Faisla,India,2020.0,1987,TV-14,172 min,Action & Adventure,1,0
s2741,TV Show,Saint Seiya,Japan,2020.0,1986,TV-14,6 Seasons,Anime Series,0,1
s2742,Movie,SETHUM AAYIRAM PON,India,2020.0,2020,TV-MA,103 min,Dramas,1,0
s2743,TV Show,Sunderland 'Til I Die,United Kingdom,2020.0,2020,TV-MA,2 Seasons,British TV Shows,0,1
s2744,TV Show,The Iliza Shlesinger Sketch Show,United States,2020.0,2020,TV-MA,1 Season,TV Comedies,0,1
s2745,Movie,The Little Vampire,Netherlands,2020.0,2017,TV-G,83 min,Children & Family Movies,1,0
s2746,Movie,The Runaways,United States,2020.0,2010,R,107 min,Dramas,1,0
s2747,TV Show,The Windsors,United Kingdom,2020.0,2020,TV-MA,3 Seasons,British TV Shows,0,1
s2748,Movie,Ungli,India,2020.0,2014,TV-14,114 min,Comedies,1,0
s2749,TV Show,Well-Intended Love,China,2020.0,2020,TV-14,2 Seasons,International TV Shows,0,1
s2750,Movie,Wildling,United States,2020.0,2018,R,93 min,Horror Movies,1,0
s2751,Movie,A truthful Mother,India,2020.0,2020,TV-Y7,85 min,Children & Family Movies,1,0
s2752,TV Show,Akbar Birbal,India,2020.0,2019,TV-G,1 Season,Kids' TV,0,1
s2754,Movie,Dave Chappelle: The Kennedy Center Mark Twain Prize for American Humor,United States,2020.0,2020,TV-MA,85 min,Stand-Up Comedy,1,0
s2755,Movie,Greater,United States,2020.0,2016,PG,131 min,Children & Family Movies,1,0
s2756,Movie,Indian Horse,Canada,2020.0,2017,TV-MA,101 min,Dramas,1,0
s2757,Movie,Paharganj,India,2020.0,2019,TV-MA,107 min,Dramas,1,0
s2758,Movie,Pretty Little Stalker,United States,2020.0,2018,TV-14,84 min,Thrillers,1,0
s2759,Movie,Through My Father's Eyes: The Ronda Rousey Story,Canada,2020.0,2019,R,104 min,Documentaries,1,0
s2761,Movie,Kannum Kannum Kollaiyadithaal,India,2020.0,2020,TV-14,160 min,Comedies,1,0
s2762,TV Show,Rugal,South Korea,2020.0,2020,TV-MA,1 Season,Crime TV Shows,0,1
s2763,Movie,Rogue Warfare,United States,2020.0,2019,R,103 min,Action & Adventure,1,0
s2764,Movie,Dragons: Rescue Riders: Hunt for the Golden Dragon,United States,2020.0,2020,TV-Y,46 min,Children & Family Movies,1,0
s2765,TV Show,Happy!,United States,2020.0,2019,TV-MA,2 Seasons,Crime TV Shows,0,1
s2766,TV Show,Ladies Up,India,2020.0,2019,TV-MA,1 Season,International TV Shows,0,1
s2767,Movie,Maska,India,2020.0,2020,TV-MA,112 min,Comedies,1,0
s2768,TV Show,Ozark,United States,2020.0,2020,TV-MA,3 Seasons,Crime TV Shows,0,1
s2769,Movie,The Decline,Canada,2020.0,2020,TV-MA,83 min,Action & Adventure,1,0
s2770,Movie,There's Something in the Water,Canada,2020.0,2019,TV-14,72 min,Documentaries,1,0
s2771,Movie,True: Wuzzle Wegg Day,Canada,2020.0,2020,TV-Y,24 min,Children & Family Movies,1,0
s2772,Movie,Uncorked,United States,2020.0,2020,TV-MA,104 min,Dramas,1,0
s2774,Movie,Willy and the Guardians of the Lake: Tales from the Lakeside Winter Adventure,Hungary,2020.0,2019,TV-Y,72 min,Children & Family Movies,1,0
s2776,Movie,Happy Old Year,Thailand,2020.0,2019,TV-MA,113 min,Dramas,1,0
s2777,Movie,Making Unorthodox,Germany,2020.0,2020,TV-G,21 min,Documentaries,1,0
s2778,TV Show,Unorthodox,Germany,2020.0,2020,TV-MA,1 Season,International TV Shows,0,1
s2779,Movie,Bethany Hamilton: Unstoppable,United States,2020.0,2019,PG,100 min,Children & Family Movies,1,0
s2780,Movie,Crip Camp: A Disability Revolution,United States,2020.0,2020,R,108 min,Documentaries,1,0
s2781,Movie,Curtiz,Hungary,2020.0,2018,TV-MA,99 min,Dramas,1,0
s2782,Movie,The Occupant,Spain,2020.0,2020,TV-MA,104 min,Independent Movies,1,0
s2783,Movie,Tom Segura: Ball Hog,United States,2020.0,2020,TV-MA,70 min,Stand-Up Comedy,1,0
s2784,TV Show,Freud,Austria,2020.0,2020,TV-MA,1 Season,Crime TV Shows,0,1
s2785,TV Show,J-Style Trip,Taiwan,2020.0,2020,TV-14,1 Season,International TV Shows,0,1
s2787,Movie,A Life of Speed: The Juan Manuel Fangio Story,Argentina,2020.0,2020,TV-14,93 min,Documentaries,1,0
s2789,TV Show,Dino Girl Gauko,United States,2020.0,2020,TV-Y7,2 Seasons,Anime Series,0,1
s2790,Movie,El silencio es bienvenido,Mexico,2020.0,2017,TV-14,95 min,Dramas,1,0
s2791,TV Show,Greenhouse Academy,United States,2020.0,2020,TV-PG,4 Seasons,Kids' TV,0,1
s2792,TV Show,Self Made: Inspired by the Life of Madam C.J. Walker,United States,2020.0,2020,TV-MA,1 Season,TV Dramas,0,1
s2793,TV Show,She,India,2020.0,2020,TV-MA,1 Season,Crime TV Shows,0,1
s2794,TV Show,The English Game,United Kingdom,2020.0,2020,TV-14,1 Season,British TV Shows,0,1
s2795,TV Show,The Letter for the King,United Kingdom,2020.0,2020,TV-PG,1 Season,British TV Shows,0,1
s2796,TV Show,"Tiger King: Murder, Mayhem and Madness",United States,2020.0,2020,TV-MA,1 Season,Crime TV Shows,0,1
s2797,Movie,Ultras,Italy,2020.0,2020,TV-MA,109 min,Dramas,1,0
s2798,TV Show,Vampires,France,2020.0,2020,TV-MA,1 Season,International TV Shows,0,1
s2799,Movie,3022,United States,2020.0,2019,R,91 min,Independent Movies,1,0
s2800,Movie,Altered Carbon: Resleeved,Japan,2020.0,2020,TV-MA,75 min,Action & Adventure,1,0
s2801,Movie,Masameer - The Movie,Saudi Arabia,2020.0,2020,TV-14,100 min,Comedies,1,0
s2802,Movie,AllI Wish,United States,2020.0,2017,R,95 min,Dramas,1,0
s2803,TV Show,Caliphate,Sweden,2020.0,2020,TV-MA,1 Season,International TV Shows,0,1
s2804,Movie,Lu Over the Wall,Japan,2020.0,2017,PG,113 min,Anime Features,1,0
s2805,TV Show,Women Of The Night,Netherlands,2020.0,2019,TV-MA,1 Season,Crime TV Shows,0,1
s2806,Movie,XV: Beyond the Tryline,United Kingdom,2020.0,2016,TV-14,91 min,Documentaries,1,0
s2807,Movie,Bert Kreischer: Hey Big Boy,United States,2020.0,2020,TV-MA,62 min,Stand-Up Comedy,1,0
s2808,TV Show,Shaun the Sheep: Adventures from Mossy Bottom,United Kingdom,2020.0,2020,TV-Y7,1 Season,British TV Shows,0,1
s2809,TV Show,We Speak Dance,United States,2020.0,2018,TV-MA,1 Season,Docuseries,0,1
s2810,Movie,Search Party,United States,2020.0,2014,R,93 min,Comedies,1,0
s2811,Movie,Bypass Road,India,2020.0,2019,TV-14,135 min,International Movies,1,0
s2814,TV Show,Ken Burns Presents: College Behind Bars: A Film by Lynn Novick and Produced by Sarah Botstein,United States,2020.0,2019,TV-MA,1 Season,Docuseries,0,1
s2816,Movie,Jai Mummy Di,India,2020.0,2020,TV-MA,101 min,Comedies,1,0
s2817,TV Show,100 Humans,United States,2020.0,2020,TV-14,1 Season,Docuseries,0,1
s2818,Movie,Baby Mamas,South Africa,2020.0,2018,TV-14,98 min,Comedies,1,0
s2819,TV Show,Bloodride,Norway,2020.0,2020,TV-MA,1 Season,International TV Shows,0,1
s2820,Movie,Go Karts,Australia,2020.0,2020,TV-PG,103 min,Children & Family Movies,1,0
s2821,Movie,Justine,United States,2020.0,2019,TV-MA,106 min,Dramas,1,0
s2822,TV Show,Kingdom,South Korea,2020.0,2020,TV-MA,2 Seasons,International TV Shows,0,1
s2823,Movie,Lost Girls,United States,2020.0,2020,R,95 min,Dramas,1,0
s2824,Movie,Miracle in Cell No. 7,Turkey,2020.0,2019,TV-14,132 min,Dramas,1,0
s2825,TV Show,The Valhalla Murders,Iceland,2020.0,2020,TV-MA,1 Season,Crime TV Shows,0,1
s2826,TV Show,Dirty Money,United States,2020.0,2020,TV-MA,2 Seasons,Crime TV Shows,0,1
s2827,TV Show,On My Block,United States,2020.0,2020,TV-14,3 Seasons,Romantic TV Shows,0,1
s2828,TV Show,The Circle Brazil,Brazil,2020.0,2020,TV-MA,1 Season,International TV Shows,0,1
s2829,Movie,Carmen Sandiego: To Steal or Not to Steal,Canada,2020.0,2020,TV-Y7,82 min,Children & Family Movies,1,0
s2830,Movie,Marc Maron: End Times Fun,United States,2020.0,2020,TV-MA,71 min,Stand-Up Comedy,1,0
s2831,Movie,Sitara: Let Girls Dream,Pakistan,2020.0,2020,TV-PG,16 min,Children & Family Movies,1,0
s2833,Movie,All About Love,South Africa,2020.0,2017,TV-MA,79 min,Dramas,1,0
s2834,Movie,Guilty,India,2020.0,2020,TV-MA,120 min,Dramas,1,0
s2835,Movie,I am Jonas,France,2020.0,2019,TV-MA,82 min,Dramas,1,0
s2836,Movie,Miles Davis: Birth of the Cool,United States,2020.0,2019,TV-MA,115 min,Documentaries,1,0
s2837,Movie,Spenser Confidential,United States,2020.0,2020,R,111 min,Action & Adventure,1,0
s2838,Movie,Twin Murders: the Silence of the White City,Spain,2020.0,2020,TV-MA,110 min,International Movies,1,0
s2839,TV Show,Ugly Delicious,United States,2020.0,2020,TV-MA,2 Seasons,Docuseries,0,1
s2840,Movie,93 Days,Nigeria,2020.0,2016,TV-PG,121 min,Dramas,1,0
s2842,TV Show,Mighty Little Bheem: Festival of Colors,India,2020.0,2020,TV-Y,1 Season,Kids' TV,0,1
s2843,Movie,Tootsies & The Fake,Thailand,2020.0,2019,TV-MA,108 min,Comedies,1,0
s2844,Movie,Aurora,Romania,2020.0,2010,TV-MA,186 min,Dramas,1,0
s2845,Movie,Lil Peep: Everybody’s Everything,United States,2020.0,2019,TV-MA,116 min,Documentaries,1,0
s2846,Movie,The Death of Mr. Lazarescu,Romania,2020.0,2005,R,154 min,Dramas,1,0
s2847,TV Show,Velvet,Spain,2020.0,2016,TV-14,4 Seasons,International TV Shows,0,1
s2848,Movie,Freaks,United States,2020.0,2018,R,105 min,Independent Movies,1,0
s2849,Movie,Luccas Neto in: The End of Christmas,Brazil,2020.0,2019,TV-Y,71 min,Children & Family Movies,1,0
s2850,Movie,Taylor Tomlinson: Quarter-Life Crisis,United States,2020.0,2020,TV-MA,61 min,Stand-Up Comedy,1,0
s2851,Movie,The Last Bomb of the Second World War,India,2020.0,2019,TV-14,133 min,Dramas,1,0
s2852,Movie,Uncovered,South Africa,2020.0,2019,TV-MA,98 min,Dramas,1,0
s2853,Movie,W.E.,United Kingdom,2020.0,2011,R,119 min,Dramas,1,0
s2854,Movie,Fat Ballerina - David A. Arnold,United States,2020.0,2020,TV-MA,61 min,Stand-Up Comedy,1,0
s2855,TV Show,Akame ga Kill!,Japan,2020.0,2014,TV-14,1 Season,Anime Series,0,1
s2856,TV Show,Babylon Berlin,Germany,2020.0,2020,TV-MA,3 Seasons,Crime TV Shows,0,1
s2857,Movie,Bhangra Paa Le,India,2020.0,2019,TV-14,130 min,Comedies,1,0
s2860,Movie,Frank & Lola,United States,2020.0,2016,TV-MA,87 min,Dramas,1,0
s2861,Movie,Hugo,United Kingdom,2020.0,2011,PG,127 min,Children & Family Movies,1,0
s2862,Movie,Ordinary World,United States,2020.0,2016,TV-14,87 min,Comedies,1,0
s2863,Movie,"Pop, Lock 'n Roll",South Africa,2020.0,2017,TV-14,88 min,Dramas,1,0
s2864,Movie,There Will Be Blood,United States,2020.0,2007,R,158 min,Dramas,1,0
s2866,Movie,Voulez-vous rire avec moi ce soir?,France,2020.0,2018,TV-MA,93 min,Documentaries,1,0
s2867,Movie,ZZ TOP: THAT LITTLE OL' BAND FROM TEXAS,United Kingdom,2020.0,2019,TV-MA,90 min,Documentaries,1,0
s2868,Movie,All The Bright Places,United States,2020.0,2020,TV-MA,109 min,Dramas,1,0
s2869,TV Show,Always a Witch,Colombia,2020.0,2019,TV-14,2 Seasons,International TV Shows,0,1
s2870,Movie,Amit Tandon: Family Tandoncies,India,2020.0,2019,TV-14,72 min,Stand-Up Comedy,1,0
s2871,TV Show,Queen Sono,South Africa,2020.0,2020,TV-MA,1 Season,International TV Shows,0,1
s2872,TV Show,Toy Boy,Spain,2020.0,2019,TV-MA,1 Season,Crime TV Shows,0,1
s2873,TV Show,Unstoppable,Mexico,2020.0,2020,TV-MA,1 Season,International TV Shows,0,1
s2874,Movie,Ala Vaikunthapurramuloo,India,2020.0,2020,TV-14,162 min,Action & Adventure,1,0
s2875,TV Show,Altered Carbon,United States,2020.0,2020,TV-MA,2 Seasons,Crime TV Shows,0,1
s2876,TV Show,Followers,Japan,2020.0,2020,TV-MA,1 Season,International TV Shows,0,1
s2877,Movie,Pokémon: Mewtwo Strikes Back - Evolution,Japan,2020.0,2019,TV-Y7,98 min,Anime Features,1,0
s2878,TV Show,Six Windows in the Desert,Saudi Arabia,2020.0,2020,TV-14,1 Season,TV Shows,0,1
s2879,Movie,Couple of Days,Nigeria,2020.0,2016,TV-14,103 min,Dramas,1,0
s2880,Movie,Gbomo Gbomo Express,Nigeria,2020.0,2015,TV-MA,97 min,Dramas,1,0
s2881,TV Show,I Am Not Okay With This,United States,2020.0,2020,TV-MA,1 Season,TV Comedies,0,1
s2882,Movie,Taxi Driver,Nigeria,2020.0,2015,TV-MA,94 min,Comedies,1,0
s2883,Movie,The Arbitration,Nigeria,2020.0,2016,TV-MA,101 min,Dramas,1,0
s2884,TV Show,The Trials of Gabriel Fernandez,United States,2020.0,2020,TV-MA,1 Season,Crime TV Shows,0,1
s2886,Movie,When Love Happens,Nigeria,2020.0,2014,TV-14,109 min,International Movies,1,0
s2887,Movie,Pete Davidson: Alive From New York,United States,2020.0,2020,TV-MA,50 min,Stand-Up Comedy,1,0
s2888,Movie,Full Count,United States,2020.0,2019,TV-PG,110 min,Children & Family Movies,1,0
s2889,TV Show,"Hi Bye, Mama!",South Korea,2020.0,2020,TV-14,1 Season,International TV Shows,0,1
s2890,Movie,Girl on the Third Floor,United States,2020.0,2019,TV-MA,92 min,Horror Movies,1,0
s2891,TV Show,Unabomber - In His Own Words,Canada,2020.0,2018,TV-MA,1 Season,Crime TV Shows,0,1
s2892,TV Show,Gentefied,United States,2020.0,2020,TV-MA,1 Season,TV Comedies,0,1
s2893,TV Show,Hyena,South Korea,2020.0,2020,TV-MA,1 Season,International TV Shows,0,1
s2895,TV Show,Puerta 7,Argentina,2020.0,2020,TV-MA,1 Season,Crime TV Shows,0,1
s2896,Movie,System Crasher,Germany,2020.0,2020,TV-MA,120 min,Dramas,1,0
s2897,Movie,The Body,India,2020.0,2019,TV-14,101 min,International Movies,1,0
s2898,Movie,The Last Thing He Wanted,United States,2020.0,2020,R,116 min,Dramas,1,0
s2899,Movie,Yeh Ballet,India,2020.0,2020,TV-MA,117 min,Dramas,1,0
s2900,Movie,Pretville,South Africa,2020.0,2012,TV-PG,95 min,Comedies,1,0
s2901,TV Show,Spectros,Brazil,2020.0,2020,TV-MA,1 Season,International TV Shows,0,1
s2902,Movie,Untamed Romania,Romania,2020.0,2018,TV-PG,93 min,Children & Family Movies,1,0
s2903,TV Show,DreamWorks Shrek's Swamp Stories,United States,2020.0,2008,TV-PG,1 Season,Kids' TV,0,1
s2904,Movie,By the Sea,France,2020.0,2015,R,122 min,Dramas,1,0
s2905,Movie,Miss Virginia,United States,2020.0,2019,TV-MA,102 min,Dramas,1,0
s2906,Movie,MR. RIGHT,United States,2020.0,2015,R,96 min,Action & Adventure,1,0
s2907,TV Show,On the Real,Nigeria,2020.0,2017,TV-MA,1 Season,International TV Shows,0,1
s2908,Movie,Term Life,United States,2020.0,2016,R,93 min,Dramas,1,0
s2909,Movie,The Forest,United States,2020.0,2016,PG-13,93 min,Horror Movies,1,0
s2911,TV Show,Talking Tom and Friends,Cyprus,2020.0,2017,TV-Y,1 Season,Kids' TV,0,1
s2912,Movie,A Shaun the Sheep Movie: Farmageddon,United Kingdom,2020.0,2019,G,87 min,Children & Family Movies,1,0
s2913,Movie,Cuddle Weather,Philippines,2020.0,2019,TV-MA,95 min,Dramas,1,0
s2914,Movie,Fanatyk,Poland,2020.0,2017,TV-MA,33 min,Comedies,1,0
s2915,Movie,Isi & Ossi,Germany,2020.0,2020,TV-MA,113 min,Comedies,1,0
s2916,Movie,Liefling,South Africa,2020.0,2010,TV-PG,118 min,Comedies,1,0
s2917,Movie,Panipat - The Great Betrayal,India,2020.0,2019,TV-14,171 min,Dramas,1,0
s2918,TV Show,Taj Mahal 1989,India,2020.0,2020,TV-MA,1 Season,International TV Shows,0,1
s2919,Movie,The Ghost and the Tout,Nigeria,2020.0,2018,TV-14,100 min,Comedies,1,0
s2920,Movie,Dragon Quest Your Story,Japan,2020.0,2019,TV-PG,103 min,Action & Adventure,1,0
s2921,TV Show,Love Is Blind,United States,2020.0,2021,TV-MA,1 Season,Reality TV,0,1
s2922,TV Show,Narcos: Mexico,Mexico,2020.0,2020,TV-MA,2 Seasons,Crime TV Shows,0,1
s2924,TV Show,Sleepless Society: Insomnia,Thailand,2020.0,2019,TV-MA,1 Season,Crime TV Shows,0,1
s2925,Movie,French Toast,South Africa,2020.0,2015,TV-PG,86 min,Comedies,1,0
s2926,Movie,To All the Boys: P.S. I Still Love You,United States,2020.0,2020,TV-14,102 min,Comedies,1,0
s2927,TV Show,We Bare Bears,United States,2020.0,2018,TV-Y,2 Seasons,Kids' TV,0,1
s2928,Movie,Captain Underpants Epic Choice-o-Rama,United States,2020.0,2020,TV-Y7,81 min,Children & Family Movies,1,0
s2929,Movie,Good Time,United States,2020.0,2017,R,101 min,Dramas,1,0
s2930,Movie,ROAD TO ROMA,Mexico,2020.0,2020,TV-PG,73 min,Documentaries,1,0
s2931,Movie,Love for Sale 2,Indonesia,2020.0,2019,TV-14,96 min,Dramas,1,0
s2932,TV Show,Better Call Saul,United States,2020.0,2018,TV-MA,4 Seasons,Crime TV Shows,0,1
s2933,Movie,Fronteras,United States,2020.0,2018,TV-MA,106 min,Dramas,1,0
s2934,Movie,Polaroid,United States,2020.0,2019,PG-13,88 min,Horror Movies,1,0
s2935,Movie,The Coldest Game,Poland,2020.0,2019,TV-MA,103 min,Dramas,1,0
s2936,Movie,Thottappan,India,2020.0,2019,TV-14,139 min,Comedies,1,0
s2937,Movie,Azali,Ghana,2020.0,2018,TV-14,89 min,Dramas,1,0
s2938,TV Show,Dragons: Rescue Riders,United States,2020.0,2020,TV-Y,2 Seasons,Kids' TV,0,1
s2939,TV Show,Fifty: The Series,Nigeria,2020.0,2018,TV-14,2 Seasons,International TV Shows,0,1
s2940,Movie,Horse Girl,United States,2020.0,2020,R,104 min,Dramas,1,0
s2941,Movie,Jada,India,2020.0,2019,TV-14,124 min,Dramas,1,0
s2942,TV Show,Locke & Key,Canada,2020.0,2020,TV-14,1 Season,TV Action & Adventure,0,1
s2944,Movie,The Ballad of Lefty Brown,United States,2020.0,2017,R,112 min,Dramas,1,0
s2945,TV Show,Who Killed Malcolm X?,United States,2020.0,2020,TV-MA,1 Season,Crime TV Shows,0,1
s2946,TV Show,Cagaster of an Insect Cage,Japan,2020.0,2020,TV-MA,1 Season,Anime Series,0,1
s2947,Movie,Gardeners of Eden,Kenya,2020.0,2014,TV-14,70 min,Documentaries,1,0
s2948,TV Show,Arrow,United States,2020.0,2019,TV-14,8 Seasons,Crime TV Shows,0,1
s2949,TV Show,The Pharmacist,United States,2020.0,2020,TV-MA,1 Season,Crime TV Shows,0,1
s2950,Movie,Uppity: The Willy T. Ribbs Story,United States,2020.0,2020,TV-MA,106 min,Documentaries,1,0
s2951,Movie,Dragonheart: Vengeance,United States,2020.0,2020,PG-13,97 min,Action & Adventure,1,0
s2952,Movie,"Faith, Hope & Love",United States,2020.0,2019,PG,106 min,Comedies,1,0
s2953,Movie,Tom Papa: You're Doing Great!,United States,2020.0,2020,TV-14,60 min,Stand-Up Comedy,1,0
s2954,TV Show,Team Kaylie,United States,2020.0,2020,TV-PG,3 Seasons,Kids' TV,0,1
s2955,Movie,Thambi,India,2020.0,2019,TV-14,148 min,International Movies,1,0
s2956,Movie,The Silent War,Spain,2020.0,2020,TV-MA,122 min,Dramas,1,0
s2957,Movie,Chronically Metropolitan,United States,2020.0,2016,TV-MA,86 min,Comedies,1,0
s2958,Movie,Hum Aapke Hain Koun,India,2020.0,1994,TV-14,193 min,Classic Movies,1,0
s2959,TV Show,Is It Wrong to Try to Pick Up Girls in a Dungeon?,Japan,2020.0,2015,TV-MA,1 Season,Anime Series,0,1
s2960,TV Show,Itaewon Class,South Korea,2020.0,2020,TV-MA,1 Season,International TV Shows,0,1
s2961,Movie,Justice,United States,2020.0,2017,R,92 min,Movies,1,0
s2962,Movie,Love Jacked,Canada,2020.0,2018,PG-13,94 min,Comedies,1,0
s2963,TV Show,Miraculous: Tales of Ladybug & Cat Noir,France,2020.0,2019,TV-Y7,5 Seasons,Kids' TV,0,1
s2964,Movie,Misfit 2,Netherlands,2020.0,2019,TV-G,82 min,Children & Family Movies,1,0
s2965,Movie,Night on Earth: Shot in the Dark,United Kingdom,2020.0,2020,TV-PG,59 min,Movies,1,0
s2966,TV Show,No Game No Life,Japan,2020.0,2014,TV-MA,1 Season,Anime Series,0,1
s2967,TV Show,Pop Team Epic,Japan,2020.0,2018,TV-14,1 Season,Anime Series,0,1
s2968,TV Show,Shopkins,United States,2020.0,2014,TV-Y,1 Season,Kids' TV,0,1
s2969,Movie,The Car: Road to Revenge,United States,2020.0,2019,TV-MA,89 min,Action & Adventure,1,0
s2970,Movie,Together For Eternity,India,2020.0,1999,TV-G,176 min,Dramas,1,0
s2971,Movie,37 Seconds,Japan,2020.0,2020,TV-MA,116 min,Dramas,1,0
s2972,TV Show,Diablero,Mexico,2020.0,2020,TV-MA,2 Seasons,International TV Shows,0,1
s2973,Movie,Gang of the Caribbean,France,2020.0,2016,TV-MA,86 min,Dramas,1,0
s2974,Movie,Hakkunde,Nigeria,2020.0,2017,TV-14,93 min,Comedies,1,0
s2975,TV Show,Luna Nera,Italy,2020.0,2020,TV-MA,1 Season,International TV Shows,0,1
s2976,Movie,Miss Americana,United States,2020.0,2020,TV-MA,85 min,Documentaries,1,0
s2977,TV Show,Unauthorized Living,Spain,2020.0,2020,TV-MA,2 Seasons,Crime TV Shows,0,1
s2978,TV Show,Ainori Love Wagon: African Journey,Japan,2020.0,2019,TV-14,1 Season,International TV Shows,0,1
